,zip_code,year,Alley Lights Out,Alley Lights Out_completion_rate,Tree Debris,Tree Debris_completion_rate,Abandoned Vehicles,Abandoned Vehicles_completion_rate,Garbage Carts,Garbage Carts_completion_rate,Graffiti Removal,Graffiti Removal_completion_rate,Rodent Baiting,Rodent Baiting_completion_rate,Tree Trims,Tree Trims_completion_rate,Sanitation Code Complaints,Sanitation Code Complaints_completion_rate,Street Lights - All Out,Street Lights - All Out_completion_rate,Street Lights - One Out,Street Lights - One Out_completion_rate
496,60660,2017,118.0,1.0,133.0,1.0,291.0,1.0,257.0,1.0,1155.0,1.0,976.0,1.0,289.0,1.0,122.0,1.0,51.0,1.0,311.0,1.0
498,60661,2011,3.0,1.0,1.0,1.0,23.0,1.0,3.0,1.0,144.0,1.0,10.0,1.0,4.0,1.0,30.0,1.0,83.0,1.0,26.0,1.0
499,60661,2012,5.0,1.0,1.0,1.0,8.0,1.0,3.0,1.0,158.0,1.0,19.0,1.0,0.0,0.0,16.0,1.0,109.0,1.0,55.0,1.0
500,60661,2013,2.0,1.0,3.0,1.0,10.0,1.0,4.0,1.0,349.0,1.0,26.0,1.0,3.0,1.0,17.0,1.0,81.0,1.0,41.0,1.0
501,60661,2014,2.0,1.0,0.0,0.0,44.0,1.0,4.0,1.0,326.0,1.0,23.0,1.0,16.0,1.0,16.0,1.0,14.0,1.0,43.0,1.0
502,60661,2015,13.0,1.0,2.0,1.0,16.0,1.0,8.0,1.0,320.0,1.0,17.0,1.0,5.0,1.0,12.0,1.0,18.0,1.0,91.0,1.0
503,60661,2016,6.0,1.0,1.0,1.0,18.0,1.0,4.0,1.0,279.0,1.0,29.0,1.0,25.0,1.0,19.0,1.0,9.0,1.0,50.0,1.0
504,60661,2017,1.0,1.0,2.0,1.0,28.0,1.0,2.0,1.0,335.0,1.0,13.0,1.0,6.0,1.0,27.0,1.0,18.0,1.0,67.0,1.0
505,60666,2014,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
506,60707,2010,5.0,1.0,0.0,0.0,13.0,1.0,11.0,1.0,0.0,0.0,1.0,1.0,67.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0
507,60707,2011,540.0,1.0,193.0,1.0,244.0,1.0,444.0,1.0,230.0,1.0,256.0,1.0,262.0,1.0,106.0,1.0,481.0,1.0,416.0,1.0
508,60707,2012,159.0,1.0,238.0,1.0,247.0,1.0,388.0,1.0,338.0,1.0,307.0,1.0,372.0,1.0,108.0,1.0,405.0,1.0,236.0,1.0
509,60707,2013,85.0,1.0,470.0,1.0,239.0,1.0,279.0,1.0,331.0,1.0,239.0,1.0,346.0,1.0,108.0,1.0,413.0,1.0,142.0,1.0
510,60707,2014,166.0,1.0,181.0,1.0,261.0,1.0,358.0,1.0,289.0,1.0,145.0,1.0,440.0,1.0,66.0,1.0,243.0,1.0,470.0,1.0
511,60707,2015,197.0,1.0,130.0,1.0,302.0,1.0,424.0,1.0,451.0,1.0,136.0,1.0,512.0,0.990234375,82.0,1.0,138.0,1.0,602.0,1.0
512,60707,2016,191.0,1.0,144.0,1.0,389.0,1.0,447.0,1.0,301.0,1.0,209.0,1.0,439.0,1.0,65.0,1.0,90.0,1.0,471.0,1.0
513,60707,2017,175.0,1.0,155.0,1.0,343.0,0.9970845481049563,410.0,1.0,345.0,1.0,230.0,1.0,313.0,1.0,102.0,1.0,136.0,1.0,720.0,1.0
515,60827,2011,23.0,1.0,67.0,1.0,19.0,1.0,67.0,1.0,7.0,1.0,12.0,1.0,40.0,1.0,15.0,1.0,207.0,1.0,38.0,1.0
516,60827,2012,11.0,1.0,73.0,1.0,8.0,1.0,56.0,1.0,0.0,0.0,5.0,1.0,41.0,1.0,30.0,1.0,123.0,1.0,56.0,1.0
517,60827,2013,19.0,1.0,105.0,1.0,10.0,1.0,45.0,1.0,5.0,1.0,3.0,1.0,31.0,1.0,20.0,1.0,110.0,1.0,60.0,1.0
518,60827,2014,2.0,1.0,99.0,1.0,19.0,1.0,34.0,1.0,7.0,1.0,4.0,1.0,50.0,1.0,15.0,1.0,134.0,1.0,180.0,1.0
519,60827,2015,7.0,1.0,75.0,1.0,19.0,1.0,34.0,1.0,28.0,1.0,9.0,1.0,23.0,1.0,7.0,1.0,59.0,1.0,216.0,1.0
520,60827,2016,27.0,1.0,56.0,1.0,24.0,1.0,62.0,1.0,11.0,1.0,23.0,1.0,30.0,1.0,6.0,1.0,75.0,1.0,299.0,1.0
521,60827,2017,26.0,1.0,30.0,1.0,21.0,1.0,57.0,1.0,4.0,1.0,11.0,1.0,35.0,1.0,20.0,1.0,49.0,1.0,145.0,1.0
523,60602,2015,0.0,0.0,1.0,1.0,25.0,1.0,0.0,0.0,214.0,1.0,23.0,1.0,0.0,0.0,35.0,1.0,21.0,1.0,55.0,1.0
524,60602,2017,0.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,193.0,1.0,24.0,1.0,0.0,0.0,27.0,1.0,21.0,1.0,55.0,1.0
525,60603,2015,0.0,0.0,1.0,1.0,13.0,1.0,2.0,1.0,186.0,1.0,21.0,1.0,0.0,0.0,15.0,1.0,21.0,1.0,72.0,1.0
526,60619,2009,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,60624,2008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,60627,2012,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,60627,2014,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,60628,2009,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,60635,2012,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
532,60635,2013,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
533,60635,2015,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
534,60635,2016,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
536,60645,2009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,60827,2010,0.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,12.0,1.0,2.0,1.0
546,60606,2010,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
547,60606,2017,0.0,0.0,0.0,0.0,13.0,1.0,2.0,1.0,431.0,1.0,24.0,1.0,0.0,0.0,23.0,1.0,20.0,1.0,56.0,1.0
551,60608,2009,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,60617,2009,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
574,60620,2009,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,60623,2009,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,60624,2009,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,60625,2009,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,60626,2009,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,60629,2009,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,60635,2010,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,60635,2014,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
602,60635,2017,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
608,60637,2009,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,60639,2009,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,60644,2009,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
626,60646,2008,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
628,60647,2009,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,60651,2008,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,60651,2009,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,60661,2010,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
648,60666,2010,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,60666,2011,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,60666,2012,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,60666,2013,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
652,60666,2015,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
653,60666,2016,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,9.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
654,60666,2017,0.0,0.0,0.0,0.0,37.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0
658,60803,2011,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,60612,2009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,60626,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,60627,2011,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
664,60659,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,60602,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
668,60613,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
673,60617,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
678,60629,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
679,60633,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
680,60635,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
690,60687,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
692,60604,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,1.0
694,60627,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
