,block,case_number,date,longitude,primary_type,year,zip
783,036XX W WOLFRAM ST,HW102263,2013-01-02 18:15:00,-87.717950737,BATTERY,2013,60618
784,021XX W 53RD PL,HW102954,2013-01-03 11:15:00,-87.677711947,BATTERY,2013,60609
785,003XX N LA SALLE DR,HW104733,2013-01-04 17:14:00,-87.632505286,BATTERY,2013,60654
786,011XX N NORTH BRANCH ST,HW105331,2013-01-05 03:50:00,-87.654339768,BATTERY,2013,60642
787,001XX N PARKSIDE AVE,HW105392,2013-01-05 07:20:00,-87.76660788,THEFT,2013,60644
788,008XX W 59TH ST,HW105401,2013-01-05 06:51:00,-87.645505595,BATTERY,2013,60621
789,002XX N LAFLIN ST,HW106824,2013-01-06 00:00:00,-87.66429652,THEFT,2013,60607
791,043XX W 76TH ST,HW107125,2013-01-06 17:30:00,-87.731101768,ASSAULT,2013,60652
792,0000X S HALSTED ST,HW107274,2013-01-06 19:28:00,-87.647342333,THEFT,2013,60607
793,049XX W DAKIN ST,HW107653,2013-01-06 16:00:00,-87.750815271,THEFT,2013,60641
794,023XX W CERMAK RD,HW108054,2013-01-07 11:30:00,-87.68397705,THEFT,2013,60608
795,038XX N WILTON AVE,HW108968,2013-01-08 01:00:00,-87.653246002,THEFT,2013,60613
796,0000X S WABASH AVE,HW109127,2013-01-07 16:40:00,-87.626203285,ASSAULT,2013,60603
797,088XX S DANTE AVE,HW109769,2013-01-07 20:13:00,-87.589293223,ASSAULT,2013,60619
798,008XX W NELSON ST,HW110110,2013-01-09 06:15:00,-87.650961455,BATTERY,2013,60657
799,077XX S BISHOP ST,HW111613,2013-01-10 08:50:00,-87.660277146,THEFT,2013,60620
800,011XX N LARAMIE AVE,HW112231,2013-01-10 15:45:00,-87.755751439,THEFT,2013,60651
801,013XX E 69TH ST,HW112240,2013-01-10 16:00:00,-87.593670899,ASSAULT,2013,60637
802,069XX S PAXTON AVE,HW114030,2013-01-11 21:35:00,-87.57148207,THEFT,2013,60649
803,057XX W 64TH ST,HW116300,2013-01-13 21:20:00,-87.765130893,ASSAULT,2013,60638
805,056XX W MADISON ST,HW113496,2013-01-11 15:20:00,-87.765917529,ROBBERY,2013,60644
806,079XX S ASHLAND AVE,HW117160,2013-01-14 16:10:00,-87.66342156,THEFT,2013,60620
807,063XX N OAKLEY AVE,HW117613,2013-01-14 23:30:00,-87.687417479,ASSAULT,2013,60659
808,021XX W DEVON AVE,HW118437,2013-01-15 13:39:00,-87.684266677,ROBBERY,2013,60645
810,093XX S STEWART AVE,HW119503,2013-01-16 12:13:00,-87.63250432,THEFT,2013,60620
811,068XX N ASHLAND BLVD,HW122427,2013-01-18 16:30:00,-87.669961712,BATTERY,2013,60626
812,016XX N HARLEM AVE,HW122527,2013-01-18 17:23:00,-87.80576669,THEFT,2013,
813,008XX W BELMONT AVE,HW123107,2013-01-19 02:30:00,-87.650917732,ASSAULT,2013,60657
814,070XX S TALMAN AVE,HW123624,2013-01-19 13:30:00,-87.689387013,BATTERY,2013,60629
815,097XX S HALSTED ST,HW124404,2013-01-20 02:00:00,-87.6430967,BATTERY,2013,60643
816,009XX N LEAVITT ST,HW126822,2013-01-22 10:50:00,-87.682029799,THEFT,2013,60622
817,062XX S MOZART ST,HW126648,2013-01-21 22:30:00,-87.694636659,THEFT,2013,60629
818,052XX S WOOD ST,HW127302,2013-01-22 06:30:00,-87.669572591,THEFT,2013,60609
819,0000X W 124TH ST,HW127260,2013-01-22 15:45:00,-87.62265903,BATTERY,2013,60628
820,032XX S STATE ST,HW127607,2013-01-22 18:30:00,-87.626739832,THEFT,2013,60616
821,103XX S PEORIA ST,HW130439,2013-01-25 04:35:00,-87.645243421,THEFT,2013,60643
822,011XX S CLARK ST,HW130769,2013-01-25 10:20:00,-87.6304532,THEFT,2013,60605
824,021XX E 71ST ST,HW132577,2013-01-24 15:00:00,-87.572252427,THEFT,2013,60649
825,004XX N CLARK ST,HW133100,2013-01-27 00:30:00,-87.631089546,BATTERY,2013,60654
826,079XX S ADA ST,HW133573,2013-01-26 14:30:00,-87.657371388,THEFT,2013,60620
827,010XX W CORNELIA AVE,HW133589,2013-01-27 02:00:00,-87.655884983,THEFT,2013,60657
828,045XX S HALSTED ST,HW135427,2013-01-28 19:00:00,-87.645606798,THEFT,2013,60609
829,013XX N PULASKI RD,HW136276,2013-01-29 14:15:00,-87.726387108,THEFT,2013,60651
830,040XX W MADISON ST,HW138925,2013-01-31 11:55:00,-87.72628358,THEFT,2013,60624
831,066XX S BELL AVE,HW140033,2013-02-01 10:50:00,-87.679699703,THEFT,2013,60636
832,032XX N HALSTED ST,HW140880,2013-02-01 22:00:00,-87.649275328,THEFT,2013,60657
833,011XX N NORTH BRANCH ST,HW141248,2013-02-02 02:00:00,-87.654339768,THEFT,2013,60642
835,035XX N HALSTED ST,HW144178,2013-02-04 07:30:00,-87.64944108,THEFT,2013,60657
836,022XX S WABASH AVE,HW144184,2013-02-02 23:00:00,-87.625491255,THEFT,2013,60616
837,010XX N ORLEANS ST,HW141893,2013-02-01 03:30:00,-87.63733304,THEFT,2013,60610
838,0000X N AUSTIN BLVD,HW146044,2013-02-06 10:04:00,-87.774672379,BATTERY,2013,
839,029XX N LAKE SHORE DR,HW146982,2013-02-06 16:30:00,-87.636780157,THEFT,2013,60657
840,029XX N HARLEM AVE,HW147376,2013-02-07 09:30:00,-87.806580645,ASSAULT,2013,
842,008XX W 111TH ST,HW147903,2013-02-07 16:00:00,-87.642681558,BATTERY,2013,60643
844,035XX W ROOSEVELT RD,HW149039,2013-02-08 14:45:00,-87.71421287,ASSAULT,2013,60623
845,004XX E 87TH ST,HW149249,2013-02-08 13:30:00,-87.63542226,THEFT,2013,60620
847,034XX N HALSTED ST,HW149761,2013-02-09 01:50:00,-87.649383602,THEFT,2013,60657
848,013XX W 76TH ST,HW151281,2013-02-10 10:25:00,-87.657389725,BATTERY,2013,60620
849,064XX W BELMONT AVE,HW151699,2013-01-25 18:30:00,-87.78635292,ASSAULT,2013,60634
850,052XX S PRAIRIE AVE,HW151945,2013-02-10 22:00:00,-87.6193466,ASSAULT,2013,60615
851,011XX W 104TH PL,HW152206,2013-02-11 09:00:00,-87.65109572,ASSAULT,2013,60643
852,025XX E 73RD ST,HW152707,2013-02-11 14:00:00,-87.563855639,THEFT,2013,60649
853,060XX S HONORE ST,HW153349,2013-02-12 03:20:00,-87.670390578,ASSAULT,2013,60636
854,089XX S COMMERCIAL AVE,HW153901,2013-02-12 13:52:00,-87.55133235,ASSAULT,2013,60617
855,021XX S CHINA PL,HW153769,2013-02-12 12:20:00,-87.634802035,THEFT,2013,60616
856,014XX N WICKER PARK AVE,HW154288,2013-02-12 09:00:00,-87.675288232,THEFT,2013,60622
857,012XX W NORTH AVE,HW154800,2013-02-08 08:00:00,-87.658120918,THEFT,2013,60642
858,015XX E 56TH ST,HW156985,2013-02-14 13:00:00,-87.588542249,THEFT,2013,60637
859,055XX W HARRISON ST,HW157504,2013-02-11 15:40:00,-87.76299041,BATTERY,2013,60644
861,018XX N HARLEM AVE,HW157744,2013-02-15 13:37:00,-87.805917143,BURGLARY,2013,
862,028XX W ROOSEVELT RD,HW158176,2013-02-15 19:00:00,-87.696214119,BATTERY,2013,60623
863,033XX N HALSTED ST,HW159505,2013-02-16 00:00:00,-87.649344776,THEFT,2013,60657
864,026XX W DEVON AVE,HW156861,2013-02-14 19:45:00,-87.696309601,BATTERY,2013,60645
865,016XX W JARVIS AVE,HW161538,2013-02-18 18:20:00,-87.67193862,BATTERY,2013,60626
867,018XX N HARLEM AVE,HW161729,2013-02-18 15:00:00,-87.805908584,THEFT,2013,
868,002XX S HALSTED ST,HW163181,2013-02-20 04:15:00,-87.647255359,BATTERY,2013,60607
869,036XX W AUGUSTA BLVD,HW165861,2013-02-01 14:00:00,-87.716827348,THEFT,2013,60651
870,112XX S VERNON AVE,HW166887,2013-02-22 22:00:00,-87.612079294,THEFT,2013,60628
871,001XX W KINZIE ST,HW167034,2013-02-23 01:50:00,-87.633110109,BATTERY,2013,60654
872,073XX S PEORIA ST,HW167191,2013-02-23 02:00:00,-87.646727508,THEFT,2013,60621
873,006XX W HUBBARD ST,HW165017,2013-02-20 18:00:00,-87.645083744,THEFT,2013,60654
874,050XX S DORCHESTER AVE,HW168686,2013-02-24 13:29:00,-87.591860749,ASSAULT,2013,60615
875,010XX W NORTH AVE,HW169258,2013-02-25 05:00:00,-87.653351515,ASSAULT,2013,60642
876,003XX E 47TH ST,HW171115,2013-02-26 13:23:00,-87.618919216,BATTERY,2013,60653
877,026XX W 68TH ST,HW171487,2013-02-26 18:15:00,-87.68868291,THEFT,2013,60629
878,079XX S HONORE ST,HW173922,2013-02-28 07:30:00,-87.66948272,THEFT,2013,60620
879,027XX S ASHLAND AVE,HW176127,2013-03-02 05:00:00,-87.665840602,THEFT,2013,60608
880,059XX S RACINE AVE,HW176444,2013-03-02 12:10:00,-87.654675056,BATTERY,2013,60636
881,111XX S HALSTED ST,HW178157,2013-03-03 22:45:00,-87.642367883,BATTERY,2013,60643
882,054XX W LE MOYNE ST,HW178311,2013-03-04 06:30:00,-87.762629713,THEFT,2013,60651
883,058XX W ROOSEVELT RD,HW179749,2013-03-05 07:30:00,-87.771003981,THEFT,2013,
884,005XX S STATE ST,HW150122,2013-02-09 03:00:00,-87.6276188,THEFT,2013,60605
885,005XX E 33RD PL,HW183821,2013-03-08 08:00:00,-87.612439993,ASSAULT,2013,60616
886,119XX S PERRY AVE,HW184215,2013-03-08 16:00:00,-87.625100948,BATTERY,2013,60628
887,001XX E 113TH ST,HW184239,2013-03-08 16:00:00,-87.620636896,BATTERY,2013,60628
890,006XX N DEARBORN ST,HW186188,2013-03-10 05:00:00,-87.629701805,ROBBERY,2013,60654
891,043XX W POTOMAC AVE,HW179692,2013-03-05 07:30:00,-87.734949653,BATTERY,2013,60651
892,037XX W DICKENS AVE,HW187976,2013-03-07 22:00:00,-87.72061086,BATTERY,2013,60647
893,025XX W IOWA ST,HW188104,2013-03-11 01:30:00,-87.691509309,BATTERY,2013,60622
894,016XX N HARLEM AVE,HW189470,2013-03-12 17:10:00,-87.80576669,THEFT,2013,
895,061XX W NORTH AVE,HW190787,2013-03-12 20:00:00,-87.777791622,BATTERY,2013,
896,022XX E 99TH ST,HW191070,2013-03-13 19:45:00,-87.570112858,ASSAULT,2013,60617
897,037XX W 87TH ST,HW190281,2013-03-12 15:30:00,-87.714750325,ROBBERY,2013,
898,041XX N MENARD AVE,HW192477,2013-03-14 19:50:00,-87.77197935,ASSAULT,2013,60634
899,006XX W 72ND ST,HW193375,2013-03-15 14:20:00,-87.640482844,ASSAULT,2013,60621
900,0000X E 110TH PL,HW194068,2013-03-15 22:45:00,-87.621658468,ASSAULT,2013,60628
901,035XX N CLARK ST,HW195474,2013-03-17 02:10:00,-87.655678044,BATTERY,2013,60657
902,006XX W ALDINE AVE,HW195559,2013-03-17 03:45:00,-87.645362016,ROBBERY,2013,60657
903,035XX N CLARK ST,HW195614,2013-03-17 03:00:00,-87.656204131,BATTERY,2013,60657
904,046XX N CLIFTON AVE,HW195694,2013-03-17 08:50:00,-87.65886264,BATTERY,2013,60640
905,049XX N KEDZIE AVE,HW195911,2013-03-17 12:00:00,-87.708542649,THEFT,2013,60625
906,017XX W 119TH ST,HW196133,2013-03-15 23:23:00,-87.665495904,BATTERY,2013,
907,048XX W CORTLAND ST,HW196826,2013-03-15 21:00:00,-87.747686643,THEFT,2013,60639
908,021XX W 69TH PL,HW198765,2013-03-19 15:35:00,-87.676490976,BATTERY,2013,60636
909,032XX S KOMENSKY AVE,HW198851,2013-03-19 16:40:00,-87.7255164,BATTERY,2013,60623
910,024XX W NORTH AVE,HW198636,2013-02-28 09:00:00,-87.688089418,THEFT,2013,60622
912,060XX N LINCOLN AVE,HW203052,2013-03-20 18:20:00,-87.710049481,THEFT,2013,60659
913,007XX S STATE ST,HW205969,2013-03-25 09:30:00,-87.627551658,THEFT,2013,60605
914,006XX E 131ST ST,HW207474,2013-03-26 03:30:00,-87.606085032,BATTERY,2013,60827
915,007XX W 31ST ST,HW208014,2013-03-26 23:45:00,-87.645458414,THEFT,2013,60616
916,008XX W 66TH ST,HW208020,2013-03-26 12:30:00,-87.64538141,BURGLARY,2013,60621
917,001XX E 114TH PL,HW208072,2013-03-27 02:01:00,-87.619099909,BATTERY,2013,60628
918,027XX N CLARK ST,HW211398,2013-03-29 16:00:00,-87.644699051,BATTERY,2013,60614
919,012XX N DEARBORN ST,HW212140,2013-03-30 02:30:00,-87.63000932,BATTERY,2013,60610
920,035XX W 25TH ST,HW212357,2013-03-30 09:00:00,-87.713944053,BATTERY,2013,60623
922,044XX W ADAMS ST,HW218288,2013-04-02 21:30:00,-87.735993683,BATTERY,2013,60624
923,041XX N RAVENSWOOD AVE,HW221913,2013-04-06 11:50:00,-87.673860531,THEFT,2013,60613
924,007XX W CORNELIA AVE,HW221996,2013-04-06 14:00:00,-87.648433164,THEFT,2013,60657
925,059XX S RACINE AVE,HW222361,2013-04-06 19:52:00,-87.654662019,THEFT,2013,60621
926,006XX N CLARK ST,HW223242,2013-04-05 18:20:00,-87.63115524,BATTERY,2013,60654
927,044XX N CLARK ST,HW223584,2013-03-07 17:00:00,-87.666113924,THEFT,2013,60640
928,063XX W 65TH ST,HW225324,2013-04-09 02:00:00,-87.779483926,BATTERY,2013,
929,004XX W BELMONT AVE,HW223924,2013-03-30 11:35:00,-87.640492401,THEFT,2013,60657
930,017XX W HOWARD ST,HW226350,2013-04-09 18:48:00,-87.675049485,THEFT,2013,
931,012XX E HYDE PARK BLVD,HW226250,2013-04-09 17:54:00,-87.596305006,BATTERY,2013,60615
932,021XX W DEVON AVE,HW227885,2013-04-10 21:30:00,-87.684097432,ASSAULT,2013,60645
